店名,業種,サービス,郵便番号,住所,電話番号
マツモトキヨシ北浦和駅前店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和3丁目4番地1,0488332787
ココカラファイン調剤北浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区北浦和４ー９ー１ネスト北浦和１Ｆ,0488246657
セイムス針ヶ谷薬局,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300075,さいたま市浦和区針ヶ谷3ー13ー18,0488253722
フェレットとうさぎのお店フェレット・リンク＆ラビット・リンク,ペット用品,"さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和1-20-9,0487992145
まつげエクステサロンアイズ浦和店,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300055,さいたま市浦和区東高砂町9-20岸ビル2F,0488266100
enowaアイラッシュ浦和東口店,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区東仲町１１ー１浦和イーストビル３階,0487411713
ティーエヌ浦和店,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区 東仲町８−２２コスモシティ浦和東ビル2F,0488872528
IRIE,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300061,さいたま市浦和区常盤９ー３２ー２４市川ビル2F,07022887707
トータルビューティーサロン   ウィステリア,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区 高砂2丁目1番19号浦和ワシントンホテル２階,0488227777
MIUnail＆eye,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和3-8-6田口ビル1-C,0486334227
ビッグエコー浦和店,レジャー施設,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町1丁目1－6平和ビル,0488238877
ビッグエコー浦和中央店,レジャー施設,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町1丁目3－6浦和仲町YKビル,0488338811
コミックバスター浦和店,レジャー施設,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂２ー６ー１８地下1F,0488250481
コルソエリザベス,化粧品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂1丁目12番1号,0488245317
パーミンダイゴウ   コスメティックコート,化粧品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和1丁目1番7号,0487491202
リンダ化粧品店,化粧品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和1丁目21番14号,0488319533
カユカヤン,家具・インテリア,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和１丁目２３－２０田中ビル１階,0488265840
ノジマ浦和パルコ店,家電販売店,"さいコイン,出産・子育て",3300055,さいたま市浦和区 東高砂町１１－１浦和パルコ２Ｆ,0488111351
ツミタ家電,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300075,さいたま市浦和区 針ヶ谷１丁目８番１８号,0488323698
パリミキ   イオン北浦和店,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3300061,さいたま市浦和区 常盤１０丁目２０番２９号イオン北浦和店１Ｆ,0488324780
ポンメガネ浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂3-6-9信陽堂ビル1F,0487623919
パリミキ   ビバモールさいたま新都心店,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3300071,さいたま市浦和区 上木崎１丁目１３番１号ビバモールさいたま新都心店 ３Ｆ,0487118771
Ｗｉｎｋアオヤギ北浦和店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和１ー９ー５,0488825620
魚民浦和東口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300055,さいたま市浦和区東高砂町２ー３プリムローズビル 2階,0488861588
STAND BAR BRUNO,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300055,さいたま市浦和区 東高砂町9ー１５,0488299920
深夜食堂じょーじ,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区 東仲町１１ー２３地下１階,09088188623
串カツ田中浦和店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区 東仲町８ー１,0488299490
BEERNOVA URAWA,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区東仲町25-5-1バティマE101,0487111401
炭火焼鳥家   ちきちき,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区 東仲町8-16,0488851234
やきとりだいちゃん,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300056,さいたま市浦和区 東仲町11番３号やきとりだいちゃん,0486783911
BEBE,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300061,さいたま市浦和区 常盤９ー１７ー９トキワビル2F,0486773985
おでんと和食まきのや,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300061,さいたま市浦和区 常盤９丁目１６番地７号K2H102,0488337550
こんぺいとう北浦和店,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300061,さいたま市浦和区常盤9-32-26,0484002399
魚民浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区仲町１ー３ー２グリーンビル 2階3階,0488220688
キタノイチバ浦和西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区仲町１ー３ー２グリーンビル 1階,0488228288
居酒屋   赤松,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和５F,0488271163
大山どり炭火焼酒場 俺の店 浦和店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町1-1-10森崎ビル２階３階,0487628002
URAWA POINT PUB,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区仲町１ー１１ー１８ユーネックスハイム２階,8041830014
浦和金星,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町１丁目５番地１６号今泉ビル2階,0487649215
Lounge Bar ZiZi,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町1-9-17RS仲町2階,0487088122
やまいち家,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町1-5-1東和ビル１階,0487117565
わさび居酒屋あな蔵,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町2丁目3番地5号,0487118447
ロンドン酒場   アーロン,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区 仲町1丁目9－14第1アークビルB1,0488325388
牛もつ鍋 串揚げわ佐んぼん,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区高砂２ー７−７セブンビル ２階,0488243120
居酒屋   なんやかんや,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区高砂3-10-4全日埼玉会館B1,0488621699
Ｕ．Ｂ．Ｐ   ＢＲＥＷＥＲＹ,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区 高砂２ー１ー１９浦和ワシントンホテル１Ｆ,0486744685
アバンティプラス,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区 高砂1丁目13番地9,0487113288
カラオケ   もぐもぐ,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300063,さいたま市浦和区高砂2ー1ー19浦和ワシントンホテル１F,0488247000
一刻館,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300064,さいたま市浦和区岸町4-24-15,0488315369
GECKO TAPROOM,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300071,さいたま市浦和区 上木崎２ー２ー１５AOビル2F,0487677795
松与志,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300071,さいたま市浦和区 上木崎1丁目9番地15号グランデュオ南街区102,0488329030
Bar BANK,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和４ー１ー７HOTビル３F,0486275190
炭火焼ダイニング楽笑   北浦和駅西口店,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和４ー３ー１６,08095645334
ロクナナ,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和５ー１ー２,0488164291
TRUE BRIGHT,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和１ー１１ー４エレガ北浦和,0488332483
るはり屋,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和３ー１ー１０,0486378691
BAR 4thplace,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和四丁目８番２号,0486780441
エミュー,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和1ー１ー７江崎ビル5階,0488845008
BEER HUNTING URAWA,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和4-3-72F-D,0487111700
スペインバル   エルマニータ,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和1-2-15,0487623114
中華酒場華光,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区 北浦和四丁目七番地十号,0484002054
ａｕショップ浦和,携帯電話電話販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー１ー１３,0488341771
さいたま市青少年宇宙科学館,行政機関,"さいコイン,たまポン,出産・子育て,限定たまポン",3300051,さいたま市浦和区駒場２－３－４５,0488811515
さいたま市浦和コミュニティセンター,行政機関,"さいコイン,出産・子育て",3300055,さいたま市浦和区東高砂町１１－１コムナーレ１０階,0488876565
さいたま市査察指導課,行政機関,"さいコイン,出産・子育て",3300061,さいたま市浦和区常盤６ー１ー２８,0488337038
さいたま市うらわ美術館,行政機関,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２－５－１,0488273215
さいたま市浦和駅市民の窓口,行政機関,"さいコイン,出産・子育て",3300063,さいたま市浦和区高砂１－１６－１２,0488830210
さいたま市子ども家庭総合センター,行政機関,"さいコイン,出産・子育て",3300071,さいたま市浦和区上木崎４ー４ー１０,0487111986
さいたま市与野駅市民の窓口,行政機関,"さいコイン,出産・子育て",3300071,さいたま市浦和区上木崎２－２－２,0488256661
さいたま市北浦和駅市民の窓口,行政機関,"さいコイン,出産・子育て",3300074,さいたま市浦和区北浦和３－３－１,0488338661
さいたま市水道局   南部水道営業所,行政機関,"さいコイン,出産・子育て",3300075,さいたま市浦和区針ヶ谷１ー１８ー２,0487149919
さいたま市水道局   給水工事課,行政機関,"さいコイン,出産・子育て",3300075,さいたま市浦和区針ヶ谷１ー１８ー２,0487143089
さいたま市常盤北保育園,行政機関,"さいコイン,出産・子育て",3300075,さいたま市浦和区針ヶ谷４－１－１,0488338728
さいたま市水道局   営業課,行政機関,"さいコイン,出産・子育て",3308532,さいたま市浦和区 常盤６丁目１４番１６号６丁目１４番１６号,0487143085
さいたま市水道局   北部水道建設課,行政機関,"さいコイン,出産・子育て",3308532,さいたま市浦和区常盤６ー１４ー１６,0487143100
さいたま市浦和区役所くらし応援室,行政機関,"さいコイン,出産・子育て",3309586,さいたま市浦和区常盤６－４－４,0488296052
さいたま市浦和区役所保険年金課,行政機関,"さいコイン,出産・子育て",3309586,さいたま市浦和区常盤６－４－４,0488296162
さいたま市浦和区役所情報公開コーナー,行政機関,"さいコイン,出産・子育て",3309586,さいたま市浦和区常盤６－４－４,0488296049
さいたま市浦和区役所区民課,行政機関,"さいコイン,出産・子育て",3309586,さいたま市浦和区常盤６－４－４,0488296069
さいたま市農業環境整備課・農業政策課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291376
さいたま市農地調整課・農業振興課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291805
さいたま市建築行政課・建築総務課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291533
さいたま市産業廃棄物指導課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291607
さいたま市環境対策課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291332
さいたま市スポーツ振興課,行政機関,"さいコイン,出産・子育て",3309588,さいたま市浦和区常盤６ー４ー４,0488291058
さいたま市南部市税事務所,行政機関,"さいコイン,出産・子育て",3318587,さいたま市浦和区常盤６－４－２１,0488291386
すずき歯科医院,歯科医院,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1丁目6番地6号浦和メディカルbld.4階,0488225080
毎日自転車,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300054,さいたま市浦和区 東岸町１５ー５ビラナカムラ１Ｆ毎日自転車,0487896456
バイクガレージ達輪,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300054,さいたま市浦和区 東岸町18-14,0488873902
セオサイクル浦和東口店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町12-9パーレンス東仲町１ｆ,0488138255
マイセルフ常盤,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤５ー１６ー５,0488332205
バイクショップフジクラ,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤２丁目１１番２２号,0488312422
サイクルショップホップス,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町4丁目2番地19号,0488622199
BIKE-STUDIO,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300064,さいたま市浦和区岸町４丁目２番２２号,0488220017
サイクルショップ   TAMAKI,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区 上木崎6-37-16,0488242350
セオサイクル与野店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区 上木崎4丁目8番地20号シャンポール上木崎101,0487678990
サイクルショップ   プラスワン,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300072,さいたま市浦和区領家7-17-10B108,0488253780
スポーツバイクファクトリー北浦和スズキ,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300072,さいたま市浦和区 領家３丁目２３番１７号,0488837077
セオサイクル北浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和5丁目6番地7号レジデンス北浦和101,0488328442
有限会社わかさや酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3300053,さいたま市浦和区 前地3丁目4番１号,0488822616
横内酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3300061,さいたま市浦和区 常盤９丁目３２番地１８号,0488317813
加島屋商店,酒類販売,"さいコイン,たまポン,限定たまポン",3300062,さいたま市浦和区仲町2丁目15番8号,0488223165
並木酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3300071,さいたま市浦和区 上木崎5丁目2番20号,0488319425
能登屋酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3300074,さいたま市浦和区北浦和３ー１３ー２,0488315456
ロイヤルパインズホテル浦和   宿泊部,宿泊施設,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和１F,0488271111
内田屋煎餅,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300052,さいたま市浦和区 本太2－1－4,0488851740
石塚とうふ店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300052,さいたま市浦和区 本太二丁目9番７号,0488827048
米工房ひろおか,食料品・日用品,"さいコイン,出産・子育て",3300052,さいたま市浦和区 本太1丁目1番地1号,0488822942
長堀商店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300053,さいたま市浦和区 前地3丁目1-11,0488824734
常盤珈琲焙煎所   浦和店,食料品・日用品,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300055,さいたま市浦和区東高砂町９ー２０岸ビル１F,0487673043
ＫＵ－ＮＥＲＵ ｂａｋｅｒｙ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300055,さいたま市浦和区 東高砂町９－２０,0488847633
高砂や,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町９丁目３号高砂や,0488827796
常盤珈琲焙煎所   北浦和店,食料品・日用品,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤９丁目３３ー２,0488299433
グリーンハウス   サントミ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9丁目19番地4号,0488317817
中屋菓子店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9丁目17-12,0488316908
杉の子マート   さいたま市役所店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤6ー4ー4さいたま市役所内B1F,0487145157
ウラワベーカリー,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町4-2-14掛川ビル一階西側,0488383768
リサイクル1ＧＵＵ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町2丁目3番22号,0487628082
酒井甚四郎商店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町２丁目４番地２３号,0488222110
彩果の宝石   コルソ店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂１ー１２ー１浦和コルソ1F,0488316333
靴下と生活雑貨のお店「さきっちょ」,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300064,さいたま市浦和区 岸町４丁目２０ー１５レインボーつきのみや１F,0487897640
有限会社   清宮青果,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300064,さいたま市浦和区 岸町７ー１ー４   １F,0488228007
山下豆腐店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎４ー１ー３４,0488314427
CHEESE HOUSE EMA   新都心店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎1-13-1ビバモールさいたま新都心店3階,0487118812
みつ芋はるか・かめ福   新都心店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎1-13-1ビバモールさいたま新都心店3階   アクアグルメコート,0487118812
パティスリーレタン与野駅東口駅前,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎1‐2‐7,0488313017
ブーランジェベーグ新都心,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎1-13-1ビバモールさいたま新都心店3階,0487118810
ドレミパン工房店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300072,さいたま市浦和区領家6ー17ー20,0000000000
スーパーストアはまのや,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300073,さいたま市浦和区元町１ー３３ー６,0488864941
パティスリーポルトボヌール,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和１ー２４ー１１,0487118875
やおやのけんちゃん,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区北浦和４ー９ー３２,0487626972
ボンドール   北浦和西口駅前店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和４丁目５番地１号小室屋ビル,0488328191
レオニダスさいたま北浦和店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和４－３－１０コバヤシビル,0488140017
有機八百屋野良,食料品・日用品,"さいコイン,出産・子育て",3300074,さいたま市浦和区 北浦和3-12-21,0488226866
うらわ整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300042,さいたま市浦和区木崎４ｰ16ｰ9サンパーク木崎,0487897227
AsianHealingMango タイ古式とカッピングとアロマ,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300052,さいたま市浦和区 本太1ー31ー22ー2,09038751698
アトム接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300055,さいたま市浦和区 東高砂町５番２号,0488810313
サンパーク整体,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町１2丁目９番地パーレンス東仲町3０3,0487116686
いつき鍼伮マッサージ院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤９丁目１７番地１０号メリービル301号室,0488315977
ビューティ＆ヘルスケア   トップ,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9-10-15,0486270315
タイ古式マッサージ   Arun,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー１５ー９西山ビル3F,0488314545
リフレッシュセンターリラックス浦和店,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1-6-1,0488141090
Melty 浦和,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町2-2-2,0488235592
Preference chiropractic URAWA,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町２丁目２番地７号イチカワビル２０２号室,0487627007
リラックスサロン ラクア,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂１丁目２番地１号エイペックスタワー浦和１０９号室,0487993918
ドライヘッドスパ専門店HANARE,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂３丁目７番地３号エスポワール3階,0486334657
浦和筋膜整体 ＬＩＭ,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂２丁目３番地５号Ｌ＇Ａｒｔｅ４０３,05018092066
SABO-TEN接骨院   はりきゅう院   浦和院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂2-2-1ほしみつビル３階,0487674471
アロマサロン   neuf neuf,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300064,さいたま市浦和区 岸町4-23-16レイナード202,05012775966
浦和ほぐしマスター,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300064,さいたま市浦和区 岸町6丁目1-2小池ビル1F-Ａ,08031223912
マタニティ・産後専門院 niwatoco   与野駅前院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎１ー１０ー１グランデュオ北街区１０１,08074462870
きざき整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区上木崎2ー14ー19グレドール並木,0487676682
ネイル&リラクゼーションサロン   ParerauApi,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300073,さいたま市浦和区 元町１ー６ー６,0488266306
北浦和西口カイロプラクティック【骨盤矯正×整体】,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和４ー３ー１７ー１０２,0487623214
リラクゼーションサロンNONAMANIS北浦和,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和3-2-43階,0488255182
プライベートサロンAMAOTO.,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和３丁目18番20-9号,08031739240
SABO-TEN接骨院   はりきゅう院   浦高通り院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和1-9-1藤和シティホームズ北浦和,0487629700
SABO-TEN接骨院   はりきゅう院   北浦和院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和3-7-1北浦和サンリーフビル,0486266955
壮快カイロ施術院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300075,さいたま市浦和区 針ヶ谷４丁目７ー９,0488775449
整体サロン Komorebi,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300075,さいたま市浦和区針ヶ谷３－２－７ToYou@Bil202,0488325555
わかば薬局浦和駅東口店,調剤薬局,"さいコイン,出産・子育て",3300055,さいたま市浦和区 東高砂町１４ー１８前島ビル１階,0488838455
太陽堂薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町８番１９号,0488822788
ソレイユ薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町25ー29,0486071001
ファルマプリベ薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤９ー１９ー１２ライフステージ北浦和駅前1F,0488224955
そうごう薬局浦和店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9-4-4,0488235731
そうごう薬局ふれあい通り店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤９丁目３２－２０,0488324861
そうごう薬局常盤店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤10丁目10番18号,0488271331
